title,summary,category
Gölcük Tabiat Parkı'nda manzaranın tadını çıkardılar,"Bolu'nun doğal güzellikleriyle ünlü Gölcük Tabiat Parkı, kar yağışının ardından oluşan manzaranın tadını çıkarmak isteyenleri ağırladı. Günübirlik tatil için Gölcük'e gelen doğaseverler, göl çevresinde yürüyerek, iskelede fotoğraf çektirerek kar manzarasının tadını çıkardı.",Seyahat
Sagalassos Antik Kenti beyaz örtüyle kaplandı,"Kentin Akdağ'ın güney yamacına kurulduğunu anlatan Tarkan, şöyle devam etti:  ""Bugünlerde beyaz örtüye bürünen kent, temiz havası, görkemli yapıları ve muhteşem manzarasıyla yılın en özel günlerini yaşıyor. Arda Coşkun ise Sagalassos'u daha önce de gezdiğini ancak kar altında ilk kez gördüğünü, antik kentte karla eşsiz manzaralar oluştuğunu belirtti.",Seyahat
Harput Kalesi'ndeki kazı ve restorasyon çalışmaları hız kazandı,"Bu sezon kaledeki çalışmaların 1000 yıllık sanayi sitesinde yoğunlaştığını bildiren Aytaç, burada bulunan yeni atölyelerin konservasyon çalışmalarının yapıldığını, geçici çatıyla alanın koruma altına alındığını, bir atölyenin ise korumasının güçlendirilip ziyarete açık hale getirildiğini anlattı. Aytaç, bununla ilgili pek çok kurum ve kuruluşla işbirliğini sürdürdüklerini dile getirerek, ""Özellikle buradan çıkan nitelikli kültür varlıklarının orijinallerini müzeye verirken, replikalarını da bir proje dahilinde hazırlayıp, turizm amaçlı kamuoyuyla paylaşacağız, kalede sergilemeye devam edeceğiz.""",Seyahat
Kastabala Antik Kenti'ndeki sütunlu yolda restorasyon çalışması başlatıldı,"Kentin girişindeki sütunlu yolda depremde hasar almış ve yıkılan sütunları kazı ekibiyle tekrar ayağa kaldırıyor, zarar görmüş yerlerle ilgili restorasyon çalışmaları yürütüyoruz."" Osmaniye Korkut Ata Üniversitesi Rektörü Prof. Dr. Turgay Uzun da Kültür ve Turizm Bakanlığı ile üniversite işbirliğinde yürütülen çalışmaların yoğun şekilde devam ettiğini söyledi.",Seyahat
Tarihin sıfır noktası Göbeklitepe'ye ziyaretçi akını,"Türkiye'nin birçok ilinde soğuk hava etkili olurken, Şanlıurfa'da ise yazdan kalma günler yaşanıyor. İnsanlık tarihine ışık tutan ören yeri, Türkiye'nin yanı sıra dünyanın birçok ülkesinden her yıl yüz binlerce ziyaretçiyi ağırlıyor.",Seyahat
Çelebi Sultan Mehmet Camisi'ndeki restorasyon çalışmaları sürüyor,"Hisar Mahallesi'ndeki Çelebi Sultan Mehmet tarafından 1419 yılında yaptırılan dikdörtgen planlı caminin Vakıflar Genel Müdürlüğünce başlatılan restorasyonu sürüyor. İl Kültür ve Turizm Müdürü Vekili Abdullah Barut, halk arasında ""Paşa"" camisi olarak bilenen yapının restorasyonuna haziran ayında başlandığını söyledi.",Seyahat
Palandöken Kayak Merkezi'nde hafta sonu yoğunluğu yaşanıyor,"Havalimanına 20, kent merkezine 4 kilometre uzaklığıyla misafirlerine kolay ulaşım imkanı sunan Palandöken Kayak Merkezi, çok sayıda kayaksevere ev sahipliği yapıyor. Hafta sonu tatilini Palandöken'de geçiren aileler çocuklarıyla kızağa bindi, yerli ve yabancı turistler kayak ile snowboard yaparak eğlenceli vakit geçirdi.",Seyahat
Kervanların durağı 800 yıllık Tol Han doğaseverlerin yeni rotası oldu,"Korunmuş yapıları ve tarihi güzellikleriyle ön plana çıkan ilçenin, kırlarında yılkı atlarının koşturduğu Eynif Ovası'ndaki Tol Han'ın 1220-1237 yıllarında Anadolu Selçuklu Sultanı I. Alaaddin Keykubat tarafından inşa ettirildiği biliniyor. Selçuklu kervansaraylarının en güzel örnekleri arasındaki han, o dönemlerde önemli bir ticaret yoluna sahip olan bölgedeki dağların içinden geçerek ovaya ulaşan kervanları ağırlamasıyla tanınıyor.",Seyahat
"Laodikya'daki yazıtlar, antik tiyatroların kullanım amaçlarını ortaya çıkardı","Oturma basamaklarının neredeyse orijinal halde toprak altından çıkarılmasıyla seyircilerini 1600 yıl sonra ağırlamaya başlayan tiyatro, çeşitli etkinliklere ev sahipliği yapıyor. Şimşek, Batı Tiyatrosu'nun iki yıllık süreçte uluslararası restorasyon kriterlerine göre düzenlendiğini, 2022'de tamamıyla halka ve etkinliklere açıldığını belirterek, ""Kamunun tiyatrosuydu binlerce yıl önce, şimdi de kamu etkinlikleri burada yapılıyor.""",Seyahat
Nemrut Dağı eteklerinde yaklaşık 750 yıllık han ve köprü bulundu,"Adıyaman Müze Müdürlüğü ekipleri, Malatya ile Nemrut Dağı'nın kesiştiği dağlık alanda yer alan Sincik ilçesine bağlı Taşkale köyü kırsalında tarihi yapı olduğu bilgisi aldı. Bölgeye giden ekipler, burada yaptıkları incelemede, tarihi yapının taş ve tonoz kemerlerle inşa edilen, 3 ayrı bölgeden oluşan Selçuklu dönemine ait han olduğunu belirledi.",Seyahat
Avrupa'nın güneyindeki küçük ama tarihi başkent: Valetta,"Tarihi ve kültürel zenginlikleriyle 1980'de UNESCO Dünya Mirası Listesi'ne giren ülkenin en büyük şehri Valetta, Avrupa'daki önemli turistik destinasyonlarından biri olarak öne çıkıyor. Şehrin manzarasının keyfini çıkarmak için önemli bir konum olan bu bahçe, Valetta Limanı'nın deniz manzarası ve tarihin esintilerini ziyaretçilerine sunuyor.",Seyahat
Kilitbahir Kale Müzesi yeni yılda tekrar ziyaretçilerine kavuşacak,"Fatih Sultan Mehmed'in İstanbul'un fethinden sonra Çanakkale Boğazı'nın iki yakasına yaptırdığı kalelerden biri olan ve 6 yıldır müze olarak hizmet veren  Kilitbahir Kalesi 'nin, doğal koşullardan kaynaklı yıpranmaların iyileştirilmesinin ardından yeni yılın ilk ayında tekrar ziyarete açılması planlanıyor. Özellikle Sarı Kule ve içerideki kulenin üzerinde bitkilenme olması, harçlarında bozulmaların meydana gelmesi Tarihi Alan Başkanlığı olarak bu müstesna yapıya el atmamıza neden oldu.",Seyahat
"Sadrazam Köprülü Mehmed Paşa’nın yaptırdığı ""kale hamamı"" bulundu","Kültür ve Turizm Bakanlığı ile Çanakkale Valiliğinin destekleriyle sürdürülen kazıda bu sezon Tenedos Antik Kenti'nin nekropolis (mezarlık) alanının yanı sıra adanın en sembolik mimari anıtı Bozcaada Kalesi'nde çalışma yürütüldü. Bunun Bozcaada Kalesi kazısı için yeni bir keşif niteliğinde olduğunu kaydeden Takaoğlu, ""Bugüne kadar varlığı sadece Köprülü Mehmed Paşa vakfiyesinden bilinen bu kale hamamı 2024 yılı kazı sezonunda büyük ölçüde açığa çıkarılmıştır.""",Seyahat
Türkiye'nin ilk tematik peynir müzesi yaklaşık 75 bin ziyaretçi ağırladı,"Tarihi tabyada kurulan Kars Peynir Müzesi'nde, büyükbaş hayvanların tükettiği endemik bitkiler, ahır bölümü, süt dolu güğümler, yaylalardaki yaşam ve peynirin yapım sürecinin anlatıldığı bölümler bulunuyor. Burası Türkiye'deki ilk tematik aynı zamanda da dünyanın en büyük peynir müzesi, o yüzden ziyaretçilerimiz geldiği zaman şaşkınlıkla burayı geziyor ve çok mutlu oluyor.",Seyahat
Kazdağları'nın doğal güzellikleri büyülüyor,"Antik dönemlerde ""bin pınarlı İda"" olarak adlandırılan Balıkesir ve Çanakkale sınırlarında yer alan Kazdağları, doğal güzellikleriyle her mevsim ön plana çıkıyor. Bu özellikleriyle eko-turizm açısından büyük önem taşıyan oksijen deposu Kazdağları'nı görmek isteyen doğa fotoğrafçıları ve yürüyüş meraklıları, bölgeye ilgi gösteriyor.",Seyahat
Üç saati aşan rötarlı uçuşlar için yolculara tazminat ödenecek,"Tazminat alacaklarının Türk lirası cinsinden karşılığı hesaplanırken tazminatın ödendiği güne ait Türkiye Cumhuriyet Merkez Bankası döviz satış kuru esas alınacak. ""YAZ DÖNEMİNDE OLUMLU ETKİ BEKLİYORUZ""   Uraloğlu, ""Değişiklikle yolcu haklarının güçlendirilmesi, hava yolu şirketlerinin operasyonel planlamalarını iyileştirmesi ve uzun süreli gecikmelerin önlenmesi hedeflendi.",Seyahat
Nemrut Kalderası karla kaplandı,"Dört mevsim yerli ve yabancı ziyaretçileri ağırlayan doğa harikası göl, beyaza büründü. Gölün masmavi suyunun beyaz örtüyle bütünleşmesiyle ortaya çıkan manzara, güzel görüntü oluşturdu.",Seyahat
"Roma ve Erken Bizans dönemi mezarları ""nekropark""ta ziyarete açılacak","MEZAR TİPOLOJİSİ HİÇ BOZULMADAN ORTAYA ÇIKARILDI Prof. Dr. Meriç, alanda basamakla inilen, düzenli, birkaç ölünün gömülü olduğu hipojelere de rastladıklarını, bunun dışında daha basit çatkı, taş plaka mezarların bulunduğunu belirtti. İznik Müze Müdürü Tolga Koparal da bölgede önemli buluntuların çıktığına dikkati çekerek, ""Kazı çalışmaları tamamlandıktan sonra yapılacak bir çevre düzenleme çalışmasıyla buranın ziyaretçilere açılması düşünülüyor.",Seyahat
Hasankeyf Müzesi’ni 11 ayda 25 bin kişi ziyaret etti,"Hasankeyf Müzemiz, 10 Mayıs 2019'da açılışını bakanlık oluruyla gerçekleştirilmiş ve yaklaşık olarak 4 bine yakın bir eseri kendi içerisinde barındırmakta, misafirlerine sergilemektedir. 23 bin metrekareye yayılmış durumda olan Hasankeyf Müzemiz, misafirlerine Paleolitik çağdan günümüze kadar gelen eserlerle beraber görsel bir şölen sunmaktadır.",Seyahat
Hekate'nin meşalesi ve figürlü başlık bulundu,"Muğla'nın Yatağan ilçesinde bulunan ve Pagan inanışının merkezi kabul edilen 3 bin yıllık Lagina Hekate Kutsal Alanı'nda yürütülen kazı çalışmalarında, Hekate'nin meşalesiyle milattan sonra 2. yüzyıla ait figürlü Korinth sütun başlığı gün yüzüne çıkarıldı. ""GÜZEL SONUÇLAR GELECEĞİNİ GÖSTERİYOR""   Bu kapsamda alanda yürütülen kazılarda önemli sonuçları ulaştıklarını vurgulayan Söğüt, şöyle konuştu:  ""Alandaki çalışmalarda ilk olarak Hekate'nin sütuna işlemeli meşalesini bulduk.",Seyahat
Çankırı'daki tarihi Çivitcioğlu Medresesi ziyaretçilerini ağırlıyor,"Mimar Sinan Mahallesi'nde Sultan Süleyman Camisi yanında 17. yüzyıldan kalan Çivitcioğlu Medresesi, 2004 yılında Vakıflar Genel Müdürlüğünce Çankırı Belediyesi'ne tahsis edildi. Şimdilerde kültür ve sanat merkezi olarak faaliyet gösteren medreseyi kursiyerler ile ziyaretçilerin beğendiğini belirten Çelik, ""Her gelen ziyaretçi, buranın huzur veren bir atmosferi olduğunu söylüyor.",Seyahat
Tarihi Mahmudiye Kışlası kültür merkezine dönüşecek,"""Balkanlar'ın Davos""u olarak nitelenen Balkan İş ve Yatırım Forumu'nun Edirne'de gerçekleştiğini hatırlatan Sezer, şunları kaydetti:  ""Büyük bir katılımla fuarı gerçekleştirdik ancak otele sığamadık. Mahmudiye Kışlası Projesi, Edirne'ye 25 bin metrekare kapalı alanı olan, özellikle hassas taşınabilir eserlerin sergileneceği, bünyesinde konferans salonu, kütüphane ve Milli Saraylar Araştırma Merkezinin yer alacağı çok kapsamlı bir kültür merkezi olarak hayata geçecek.",Seyahat
Frigya'da yıl boyunca turizm hareketliliği yaşanıyor,"Afyonkarahisar'ın İhsaniye ilçesindeki içinde yüzlerce mağara, şapel ve kaya mezarı bulunan tarihi Frig Vadisi, yılın her dönemi turist çekiyor. Valilik öncülüğündeki yatırımlar ve kentteki 25 bin yatak kapasitesine sahip termal otellerin etkisiyle, Döğer beldesindeki Emre Gölü ile Ayazini köyü arasındaki 25 kilometrelik ""Frig Yolu"" güzergahı, turistleri ağırlıyor.",Seyahat
Çambaşı Yaylası'ndaki seyir terası turizme katkı sağladı,"Büyükşehir Belediyesinden yapılan yazılı açıklamada, kentin gözde turizm merkezi Çambaşı Yaylası'ndaki Ablak Taşı'nın manzarasının, kış aylarında da ziyaretçilerini kendine hayran bıraktığı belirtildi. Bölgeye yapılan yatırımları sosyal medya hesabından paylaşan Büyükşehir Belediye Başkanı Mehmet Hilmi Güler, ""Annelerimizin masallarda anlattığı karlar diyarını arıyorsanız, sizi Ablak Taşı'na bekliyoruz.",Seyahat
Erzurum'daki Narman Peribacaları ziyaretçilerini ağırlıyor,"Erzurum'un Narman ilçesinde etkili olan kar yağışıyla beyaza bürünen peribacaları, beyaz ve kızıl görüntüsüyle misafirlerini ağırlıyor. Şehir merkezine 90 kilometre uzaklıkta,  Narman -Pasinler kara yolunun 7'nci kilometresinde yer alan peribacaları, kar yağışının ardından ziyaretçilerine güzel manzaralar sunuyor.",Seyahat
Erzincan'daki Girlevik Şelalesi'nde buz sarkıtları oluştu,"Kalecik köyünde 9 kaynak suyunun birleşmesiyle oluşan Girlevik Şelalesi, doğaseverlere ve fotoğraf tutkunlarına her mevsim ayrı güzellik sunuyor. Kente 35 kilometre mesafedeki şelalede, hava sıcaklığının gece sıfırın altında 10 dereceye kadar düşmesiyle boyları 2 metreyi bulan buz sarkıtları oluştu.",Seyahat
Dünyanın en iyi şehirleri açıklandı: İstanbul kaçıncı sırada yer aldı?,"30 ülkede 22 bin kişiyle yapılan bir anketi kapsayan rapora göre, dünyanın en iyi 10 şehrinin 6'sı Avrupa'da yer alıyor. ""Brexit"" sonrası ortaya çıkan belirsizliklere rağme Londra'nın eşsiz küresel cazibesi, dünya çapında adından söz ettirmeye devam ediyor.",Seyahat
Giresun'daki Kulakkaya Yaylası beyaza büründü,"Dereli ilçesi Yavuzkemal beldesinde, Göksu travertenleri ve Mavigöl'e yaklaşık 10 kilometrelik mesafedeki yayla, bölgeyi ziyaret edenlerin uğrak yerleri arasında bulunuyor. Bölgede etkili olan karla ladin ormanları ve geniş çayırların beyaza bürünmesi, güzel görüntü oluşturdu.",Seyahat
Dünyanın en güçlü pasaportları 2024: Türkiye kaçıncı sırada? Sıralamada yükseldi,"2024 yılı itibarıyla dünyanın en güçlü pasaportları, vizesiz veya varışta vize ile seyahat edilebilen ülke sayısına göre belirlendi. Türkiye pasaportu, 116 ülkeye vizesiz erişim imkanıyla 45. sırada yer alıyor ve bu yıl önemli bir yükseliş kaydetti​.",Seyahat
Dünyanın en yaşanabilir 10 şehri belli oldu,"Yurt dışında yaşayanların alışkanlıklarına ve deneyimlerine ışık tutan ""Expat Insider"" raporuna göre, 2022'de de listenin zirvesinde olan İspanya'nın Valencia şehri ilk sırada yer alıyor.53 şehirden 12 bin 500 kişinin deneyimlerine göre oluşturulan raporda Türkiye 49. sırada yer aldı. Raporda, şehirler yaşam kalitesi, yerleşme sürecinin kolaylığı, yurt dışında çalışma ve finans sağlama düzeyine göre sıralanıyor.",Seyahat
"Galatasaray ile karşılaşacak Alkmaar nerenin takımı, nüfusu kaç? 120 bin nüfuslu peynir merkezi","Alkmaar'da 1622 yılından beri nisan ve eylül ayları arasında her cuma kurulan peynir pazarı, yalnızca Hollandalıların değil Avrupa'nın birçok ülkesinden gelen ziyaretçileri de ağırlıyor.Pazara gelen turistler, peynir müzesi ve Saint Alkmaar Laurens Kilisesi'ni de geziyor. Hollanda temsilcisinin daha önce maçlarını oynadığı Alkmaarderhout'un bulunduğu bölge ise bugün kültür parkı olarak şehir sakinleri ve ziyaretçilerine hizmet ediyor.",Seyahat
Şanlıurfa'daki Kızılkoyun Nekropolü'nde kazı ve restorasyon çalışmaları sürüyor,"Şanlıurfa'da 2 bin yıllık kaya mezarlarının bulunduğu Kızılkoyun Nekropolü bölgesinde kazı ve restorasyon çalışmaları devam ediyor. Şanlıurfa Kültür Varlıklarını Koruma Bölge Kurulunca alınan karar sonrası restorasyonu tamamlanan tabula ansata, mezar odasının giriş kısmına yerleştirildi.",Seyahat
Phaselis Antik Kenti'ndeki kazılarda kutsal alan ve adak heykeller bulundu,"Prof. Dr. Aslan, bölgede 1980'li yıllarda başlayan kazıların özellikle Kültür ve Turizm Bakanı Mehmet Nuri Ersoy'un bu alana verdiği desteklerle son 2 yılda muazzam şekilde ilerlediğini söyledi. Bir çeşit kurban etme görevi icra edildiğini ifade eden Aslan, ""Çukurda bulduğumuz heykellerin tamamı kırık durumda ele geçti, nedeni de o dönemde adak olarak kırılıp, konulmuş.",Seyahat
THY'nin bazı İtalya seferleri iptal edildi,"Türk Hava Yolları (THY), İtalya'daki yer hizmetleri personelinin grevi nedeniyle yarın yapılması planlanan bazı seferlerin iptal edildiğini duyurdu. THY Basın Müşavirliği'nden yapılan açıklamada, 29 Kasım'da ""TK 1873 İstanbul-Milano"", ""TK 1874 Milano-İstanbul"", ""TK 1865 İstanbul-Roma"", ""TK 1866 Roma-İstanbul"", ""TK 1323 İstanbul-Bologna"" ile ""TK 1324 Bologna-İstanbul"" tarifeli seferlerinin icra edilemeyeceği kaydedildi.",Seyahat
"Amasya, turistleri her mevsim ağırlamak istiyor: Hedef 1 milyon turist","Bayezid Külliyesi, Kızlar Sarayı, Yeşilırmak'ın iki yakasında uzanan Yalıboyu evleri, tarih kokan otantik sokakları ile turistlerin ilgisini çeken tarihi dokusunu korumuş şehirler arasında bulunuyor. Harşena Kalesi'nin UNESCO Dünya Kültür Mirası Geçici Listesi'ne alınmasının Amasya'nın önemini bir kez daha gün yüzüne çıkardığına işaret eden Bakan, ""Biz de bu bilinçle Amasya'mızın tarihi, doğal ve kültürel zenginliği ile turizmde önemli yer edinmesi için tanıtım faaliyetlerimize devam ediyoruz.",Seyahat
Erken rezervasyonda İngiliz ve Almanların tercihi Antalya oldu,"""AVRUPA'DAKİ TÜRKLER DE ANTALYA'YA İLGİ GÖSTERİYOR""   Akdeniz Turistik Otelciler ve İşletmeciler Birliği Başkanı Kaan Kaşif Kavaloğlu, AA muhabirine, erken rezervasyonlardan sevindirici rakamlar almaya başladıklarını anlattı. Çevre ülkelerdeki savaşa ve olumsuzluklara karşın turizmde başarılı bir 2024 sezonu geçirdiklerine değinen Kavaloğlu, 2025'in çok daha iyi olmasını beklediklerini sözlerine ekledi.",Seyahat
"Gölpınar Hitit Barajı, Dünya Mirası Sulama Yapıları Listesi'ne alındı","GÖLPINAR HİTİT BARAJI Açıklamaya göre, Hititler, Milattan Önce (MÖ) 13. Yüzyıl'da Anadolu topraklarını suyla buluşturmak amacıyla Gölpınar Hitit Barajı'nı inşa etmiş ve baraj vasıtasıyla toplanan suyu 1,3 kilometre uzaklıktaki Alacahöyük antik şehrine ulaştırmış. Baraj, 2002-2007 yılları arasında Kültür ve Turizm Bakanlığı, Türk Tarih Kurumu, Anadolu Üniversitesi, Çorum Valiliği, Alacahöyük Belediyesi ile koordineli olarak DSİ Genel Müdürlüğü tarafından rehabilite edildi.",Seyahat
"Hasankeyf, Türkiye'nin 26'ncı ""sakin şehri"" olmak istiyor","Batman merkeze 37 kilometre mesafede olan tarihi ilçenin Uluslararası Sakin Kentler Birliği  (Cittaslow)  ağına dahil edilmesi amacıyla Hasankeyf Kaymakamlığı öncülüğünde çalışma yürütülüyor. İlçenin potansiyelini belirlemek ve ihtiyaç analizini ortaya çıkarmak için danışmanlık hizmeti alımı yapıldığını belirten İmrak, şöyle dedi:  ""İlgili firmadan ön ara rapor alınmıştır.",Seyahat
Karabük'te sonbahar güzelliği,"Karabük 'te sonbaharın doğaya yansıyan sarı, yeşil ve kızıl tonları kartpostallık manzaralar oluşturuyor. Kent sakinleri Yenişehir Mahallesi'ndeki yollarda, ağaçların rengarenk yapraklarının arasında yürüyüş yapmanın keyfini yaşadı.",Seyahat
Ekimde Türkiye'ye gelen turist sayısı 5 milyonu aştı,"Kültür ve Turizm Bakanlığı verilerine göre Türkiye'ye ekim ayında gelen yabancı ziyaretçi sayısı yıllık yüzde 9,25 artarak 5 milyon 448 bin 459 kişi oldu. Türkiye'ye ekim ayında gelen yabancı ziyaretçi sayısı bir önceki yılın aynı ayına göre yüzde 9,25 artarak 5 milyon 448 bin 459'a ulaştı.",Seyahat
Perge'deki antik çeşmeden 1800 yıl sonra su akmaya başladı,"Ve Kestros Çeşmesi olarak adlandırılan İmparator Hadrianus döneminde inşa edilmiş olan bu önemli yapı 1800 yıl sonra yeniden suya kavuştu"" dedi. Ama tabii ki daha sonra yaptığımız gözlemler ve değerlendirmeler bunun restorasyon öncesinde de gerçekleştirebileceği konusunda bizleri ikna etti.",Seyahat
Bolu Dağı güzargahı eşsiz doğasıyla büyülüyor,"Özellikle sonbahar ve kış mevsiminde sis bulutlarının sardığı bölge, zirveye yakın noktalarında yer alan dinlenme tesisleriyle eşsiz manzarayı izlemek isteyen sürücülerin uğrak noktası oluyor. Abdullah Kılık ise Abant Gölü Milli Parkı'nı ziyaret ettikten sonra Bursa'ya dönüş yolunda Bolu Dağı'nın sisle bütünleşen manzarasını görünce mola verdiklerini dile getirerek, ""Harika bir manzara.",Seyahat
Erzurum'daki Kırk Pencereli Mağaralar'ın geçmişi araştırılacak,"Erzurum'un Karayazı ilçesinde bulunan ve 2021'de sit alanı ilan edilen ""Kırk Pencereli Mağaralar""ın kimler tarafından kullanıldığının öğrenilmesi için araştırma yapılacak. Kırk Pencereli Mağaralar'ın sit alanı ilan edildiğini hatırlatan Çiftçi, şöyle konuştu:  ""Burası yaklaşık 2 bin metre yükseklikte, çok büyüleyici bir yeri var.",Seyahat
Aktaş Şelalesi doğa tutkunlarını hayran bırakıyor,"Düzce'nin Akçakoca ilçesinde yer alan Aktaş Şelalesi, sonbahar renklerinin hakim olduğu tabiatıyla doğaseverlere güzel manzaralar eşliğinde vakit geçirme imkanı sunuyor. Yürüyüş parkurunda gezinti yapmak, 50 metre yükseklikten akan suyun sesini dinlemek ve etrafı saran zengin bitki örtüsünü görmek için bölgeye gelenler, hazan mevsiminin son günlerini fotoğraf çekerek ölümsüzleştiriyor.",Seyahat
Kimsesiz çocuklar için kanoyla 14 bin kilometre yolculuk,"İngiltere'de yaşayan 56 yaşındaki Beardmore, kimsesiz çocuklarla ilgili farkındalık oluşturup onlara destek olunması amacıyla mart ayında Fransa'dan kanoyla yolcuğuna başladı. Bulgaristan kıyıları boyunca seyahat eden Beardmore, Dereköy Sınır Kapısı'ndan Türkiye'ye giriş yaptı, ardından kara yoluyla Tekirdağ'da geçerek kanosunu denize indirdi.",Seyahat
Andırın'daki kayın ormanları sonbaharda ziyaretçilerini ağırlıyor,"Yeşiltepe Mahallesi sınırları içerisinde 1600 rakımda yer alan Pancar Yaylası'ndaki kayın ağaçlarıyla kaplı orman, yaprak dökümünün başlamasıyla ziyaretçilere güzel manzaralar sunuyor. Kahramanmaraş Dağcılık Kulübü Başkanı Büşra Tecirli de kayın ağaçları ile dolu Pancar Yaylası'nı 2023 yılında keşfettiklerini dile getirerek, sonbaharda ağaçların oluşturduğu eşsiz manzaraların tadını çıkardıklarını ifade etti.",Seyahat
Uçakta panik anları: Kayseri'ye acil iniş yaptılar,"İstanbul'dan Çukurova Havalimanı'na giden uçakta dün akşam korku dolu anlar yaşandı. Olumsuz hava şartlarından etkilenen uçak, Kayseri’ye zorunlu iniş yaptı.",Seyahat
Göbeklitepe 10 ayda 600 bin ziyaretçi ağırladı,"Kültür ve Turizm Bakan Yardımcısı Gökhan Yazgı, Şanlıurfa'daki Göbeklitepe'nin geçen yılın aynı dönemine göre yüzde 50 daha fazla ziyaretçi ağırladığını belirterek, ""Göbeklitepe'de, 2024 yılının 10 ayında 600 bin ziyaretçiye ulaştık."" Sergiye özel bir ziyaretçi ilgisinin olduğunu anlatan Yazgı, sözlerini şöyle tamamladı:  ""Sergimiz 6 ay açık kalacak, yaklaşık 6 milyon kişinin ziyaret etmesini bekliyoruz.",Seyahat
Gaziantep Doğal Yaşam Parkı ara tatilde 175 bin kişiyi ağırladı,"Barındırdığı hayvan türleri ve büyüklüğü ile dünyanın önde gelen hayvanat bahçelerinden biri olan Gaziantep Doğal Yaşam Parkı'nı, 9 günlük ara tatilde 175 bin kişi ziyaret etti. Başta çevre iller olmak üzere Türkiye'nin birçok kentinden misafir ağırlayan Doğal Yaşam Parkı'nı 9 günlük ara tatilde 175 bin ziyaretçi gezdi.",Seyahat
"Ormana köyü ""en iyi turizm köyü"" seçildi","Tarihi dokusu, eşsiz doğal güzellikleri ile Ormana'nın sürdürülebilir turizm ve kırsal kalkınmaya yaptığı katkı uluslararası düzeyde tescillenmiş oldu. Antalya-Ormana'nın bu başarı hikayesi küresel tanınırlık kazanması için yeni bir fırsat yaratacak.",Seyahat
Gaziantep Kalesi yıl sonunda ziyarete açılacak,"Rölöve ve Anıtlar İl Müdürü Kemal Yenmez de Gaziantep Kalesi'nin kentin simge yapılarından olduğunu, çalışmaların kısa sürede tamamlanmasını öngördüklerini ifade etti. Kalenin höyük üzerinde olması nedeniyle jeoradar taramasıyla zeminde nasıl kırılmalar olduğunu tespit ederek zemin enjeksiyonuyla sur altlarını güçlendirerek kaleyi ayağa kaldırdık.",Seyahat
İshak Paşa Sarayı ara tatilde çocuklar ve ebeveynlerini ağırlıyor,"İlçenin güneyinde tepelik alanda bulunan ve çevresinde sarp dağların bulunduğu Osmanlı yadigarı İshak Paşa Sarayı, yılın her dönemi ziyaretçilerin uğrak yeri haline geliyor. Yaz aylarında yoğun ziyaretçi alan tarihi mekan, bu sıralar ara tatil dolayısıyla yurdun farklı illerinden gelen çocuklar ve ailelerini misafir ediyor.",Seyahat
Seyitömer Höyüğü'nde haşhaş ve nohut taneleri bulundu,"Seyitömer Höyüğü'nün altındaki 12 milyon tonluk linyit rezervinin ekonomiye kazandırılması amacıyla ilk olarak 1989 yılında başlatılan kazı, Çelikler Holding sponsorluğunda Kütahya Müzesi Müdürlüğünce Dr. Sevgi Gürdal, haşhaş ve nohutları yapıların kiler kısmında sıralanmış halde bulduklarını, yapılar yangın geçirdiği için de karbonlaşmadan dolayı bu buluntuların bugünlere kadar ulaşabildiğini sözlerine ekledi.",Seyahat
AJet'ten indirimli bilet kampanyası,"Havayolu şirketi AJet, yurt içi uçak biletlerinde indirim kampanyası başlattı. Kampanya ücretleri, tüm yurt içi (KKTC hariç) tek yön direkt uçuşlarda geçerli oldu.",Seyahat
Balıklıgöl ara tatilde ziyaretçilerini ağırlıyor,"Hazreti İbrahim'in doğduğu ve ateşe atıldığı yer olarak rivayet edilen tarihi mekan, eğitime verilen bir haftalık arayı fırsat bilen ziyaretçileri misafir ediyor. Türkiye'nin farklı kentlerinden Şanlıurfa'ya gelen misafirler, dünyanın ""en büyük doğal akvaryumu"" olarak bilinen ve inanç turizminde önemli bir yere sahip olan mekanı ziyaret ediyor.",Seyahat
Kapadokya'daki müze ve ören yerlerine yoğun ilgi,"Kapadokya bölgesindeki müze ve ören yerleri, bu yılın ilk 10 ayında 3 milyon 846 bin 703 ziyaretçi ağırladı. Göreme Açık Hava Müzesi, Zelve Ören Yeri ve Kaymaklı Yer Altı Şehri en çok ziyaretçi ağırlayan yerler oldu.",Seyahat
Öğretmenlere tren biletlerinde yüzde 50 indirim,"Bakan Uraloğlu, ""24-30 Kasım tarihleri arasında bilet alımlarında geçerli olacak kampanya kapsamında öğretmenler, YHT ve anahat trenlerinde biletlerini yarı fiyatına alabilecek."" Bakan Uraloğlu, indirim uygulamasından faydalanabilmek için öğretmen kimlik belgelerinin ibraz edilmesinin yeterli olacağını belirterek, ""24-30 Kasım tarihleri arasında alınacak YHT ile anahat trenlerinde geçerli olan kampanya biletlerinin satışı tüm TCDD Taşımacılık AŞ gişeleri, internet, mobil uygulamaları, çağrı merkezi ve acentelerden yapılacak.""",Seyahat
Akraba ziyareti ilk sırada: 68 milyar 771 milyon 319 bin lira harcandı,"Seyahate çıkış amacına göre yakınlarına ziyaretin ardından ikinci sırada 8 milyon 489 bin seyahatle gezi, eğlence ve tatil amaçlı konaklamalar yer aldı. Seyahat öncesi yerli turistlerin yaptığı harcama tutarı incelendiğinde; giyecek, ilaç, çanta, kamera gibi kişisel harcamaları ise 884 milyon 780 bin lira oldu.",Seyahat
